AA	1.18055182439147e-07
CBM	0.00207210983506901
CE	0.00108965998740407
GH	0.0135854859792288
GT	0.00417897374550454
PL	0.000250491351651188
AA	1.19228817241963e-07
CBM	0.00237171377464822
CE	0.00152887571482831
GH	0.0148963673640909
GT	0.00457252425340484
PL	0.000311254881544447
AA	3.09641072656832e-07
CBM	0.00218560867548248
CE	0.00116593707170358
GH	0.0141873893306992
GT	0.00419513792953137
PL	0.000274290307539793
AA	1.49829274293937e-08
CBM	0.00185495840081489
CE	0.00083759210594078
GH	0.0100565786040076
GT	0.00357936845802895
PL	0.000192425132643154
AA	1.56626927329983e-08
CBM	0.00179839653472724
CE	0.00141549161234519
GH	0.0134556500508254
GT	0.00442844491668576
PL	0.000269985731818154
CBM	0.00193776630378304
CE	0.000789335652158361
GH	0.00931728372063963
GT	0.00348069033566962
PL	0.000236291606213511
AA	8.2990985695991e-08
CBM	0.00193579334601083
CE	0.00107698123953803
GH	0.0120756161918643
GT	0.0039550192960258
PL	0.000238405501210765
AA	4.35761591674214e-07
CBM	0.00237273728510489
CE	0.000931049557710933
GH	0.0130601502030099
GT	0.00397126389428692
PL	0.000310177957115973
AA	1.14462204114465e-07
CBM	0.0021917569992033
CE	0.00126673021558497
GH	0.0140881111692103
GT	0.00437476639162358
PL	0.000366327122279482
AA	1.04741525201961e-09
CBM	0.00235025164570585
CE	0.00120447100520788
GH	0.0123308818360775
GT	0.00453708569099553
PL	0.000434279734262648
AA	1.26831569487617e-08
CBM	0.00152351797981568
CE	0.000799970822168864
GH	0.01038593084738
GT	0.00369822257801363
PL	0.000391206329423692
AA	7.79998291796065e-09
CBM	0.00208550179950381
CE	0.0010975693255481
GH	0.0125759101656761
GT	0.00425284233662689
PL	0.000360830752045031
AA	9.6006704044947e-09
CBM	0.00177061332598531
CE	0.00105621658873203
GH	0.0117213352053177
GT	0.00405097820394705
PL	0.000327872797562061
AA	8.09586400587547e-08
CBM	0.00207825885174343
CE	0.00129065623849138
GH	0.014328560564193
GT	0.00454619625670394
PL	0.000330637942195174
AA	2.97580398335881e-08
CBM	0.00202150961452771
CE	0.00171891571816764
GH	0.0153304631629718
GT	0.00495015989899825
PL	0.000481117278613322
AA	3.49099223097477e-08
CBM	0.0020103954584066
CE	0.00104002814339707
GH	0.0114422669189281
GT	0.00391574743406732
PL	0.000246778598023581
AA	1.73580204896237e-08
CBM	0.00173400870721145
CE	0.000894220969519897
GH	0.0102937487753657
GT	0.00364802841500692
PL	0.000274090717367316
AA	1.50356922944271e-09
CBM	0.00174954484740086
CE	0.0010488974622347
GH	0.0120767818735902
GT	0.00439397007769995
PL	0.0004372005749607
AA	6.12737858584213e-08
CBM	0.00200090641941743
CE	0.000833264183661026
GH	0.0104624578767805
GT	0.00437570617844326
PL	0.000326353052832217
AA	2.25665027370982e-07
CBM	0.00220296969207064
CE	0.00141759870643975
GH	0.0151812176021891
GT	0.00472966057010516
PL	0.00040218011977035
AA	1.37857957403769e-07
CBM	0.00218863816124578
CE	0.00117680304568242
GH	0.0142004766895929
GT	0.00449873938145127
PL	0.000280494154833248
AA	3.26752403852326e-07
CBM	0.00223904586285837
CE	0.00133269005989088
GH	0.014722579089804
GT	0.00459148161453062
PL	0.000334870801776308
AA	1.90166177554381e-07
CBM	0.00201623598457775
CE	0.00107209837511725
GH	0.0142523474139972
GT	0.00454102763303544
PL	0.000278439261392108
AA	5.89786719477799e-08
CBM	0.00189094538123275
CE	0.00105475371817858
GH	0.0135927459090467
GT	0.00447380225426227
PL	0.000240342366833334
AA	1.07981730958771e-07
CBM	0.00189863211992449
CE	0.00104359837884815
GH	0.0128001846336208
GT	0.00447420506537771
PL	0.000163134158988855
AA	6.97529443346262e-08
CBM	0.00196619817360373
CE	0.00119589224791255
GH	0.0141417158075644
GT	0.00446054873375319
PL	0.000224680610981733
AA	3.00311886763538e-08
CBM	0.00191199386422892
CE	0.000934721041009572
GH	0.0131182802220825
GT	0.00435916380849345
PL	0.000244708094408412
AA	1.14175533550239e-08
CBM	0.00184221643580459
CE	0.000958205039987454
GH	0.0124734197534271
GT	0.00438597292845773
PL	0.000183840858170111
AA	5.39572620406109e-08
CBM	0.00192770080868234
CE	0.00102408062634223
GH	0.0132772822284043
GT	0.00433914171345776
PL	0.00022954571173738
AA	2.0801622711599e-08
CBM	0.00205077600675076
CE	0.00144768985848311
GH	0.0140739638489742
GT	0.00481476507419301
PL	0.000253440821175649
AA	7.73533070170819e-09
CBM	0.00201918185462635
CE	0.000948383130123222
GH	0.013171619217809
GT	0.00423406833162514
PL	0.000221239906564126
AA	8.03833895122625e-09
CBM	0.00197753813433327
CE	0.00115323098809662
GH	0.013116527239735
GT	0.00460142127713858
PL	0.000210500950295935
AA	1.82842439706907e-08
CBM	0.00205720632580935
CE	0.00110628114823453
GH	0.0150179496209475
GT	0.00433504330781379
PL	0.000304735012005652
AA	5.50231811333107e-08
CBM	0.0019812983530916
CE	0.00109717219192954
GH	0.0144031087290667
GT	0.00438695485208051
PL	0.00023881155783284
AA	1.08668062433159e-07
CBM	0.00205185102462057
CE	0.00127425194540216
GH	0.0142577614072636
GT	0.00456941058325449
PL	0.00031666825499042
AA	4.03864606592731e-08
CBM	0.00182669544780512
CE	0.0012847793865432
GH	0.0130680372072671
GT	0.00472498180102492
PL	0.000207707663178851
AA	2.32060443705104e-08
CBM	0.00199200193624068
CE	0.00115376560518249
GH	0.0130028471894123
GT	0.00442956945210613
PL	0.000213735914887711
AA	1.5360577443914e-08
CBM	0.00192844154759708
CE	0.00120216088161534
