mapping_rate	data	section
63.32	BFAP	Rectum
64.99	BFAP	Rectum
63.77	BFAP	Rectum
65.83	BFAP	Rectum
64.08	BFAP	Rectum
61.74	BFAP	Rectum
62.7	BFAP	Rectum
60.72	BFAP	Rectum
63.63	BFAP	Rectum
60.28	BFAP	Rectum
60.81	BFAP	Rectum
60.54	BFAP	Rectum
64.66	BFAP	Rectum
60.96	BFAP	Rectum
59.14	BFAP	Rectum
60.53	BFAP	Rectum
65.74	BFAP	Rectum
60.4	BFAP	Rectum
61.82	BFAP	Rectum
59.13	BFAP	Rectum
59.24	BFAP	Rectum
59.95	BFAP	Rectum
64.43	BFAP	Rectum
63.49	BFAP	Rectum
62.74	BFAP	Rectum
65.11	BFAP	Rectum
60.81	BFAP	Rectum
65.08	BFAP	Rectum
61.14	BFAP	Rectum
67.73	BFAP	Rectum
62.59	BFAP	Rectum
63.86	BFAP	Rectum
63.41	BFAP	Rectum
59.14	BFAP	Rectum
59.2	BFAP	Rectum
60.04	BFAP	Rectum
58.84	BFAP	Rectum
61.22	BFAP	Rectum
61.51	BFAP	Rectum
62.04	BFAP	Rectum
61.94	BFAP	Rectum
60.24	BFAP	Rectum
60.98	BFAP	Rectum
59.08	BFAP	Rectum
59.92	BFAP	Rectum
60.23	BFAP	Rectum
61.12	BFAP	Rectum
60.86	BFAP	Rectum
60.44	BFAP	Rectum
59.98	BFAP	Rectum
68.24	BFAP	Rectum
57.98	BFAP	Rectum
60.63	BFAP	Rectum
60.59	BFAP	Rectum
59.57	BFAP	Rectum
59.21	BFAP	Rectum
58.97	BFAP	Rectum
60.33	BFAP	Rectum
77.69	BFAP	Rectum
79.65	BFAP	Rectum
83.13	BFAP	Rectum
74.59	BFAP	Rectum
72.6	BFAP	Stomachs
61.5	BFAP	Stomachs
63	BFAP	Stomachs
66.23	BFAP	Rectum
63.29	BFAP	Rectum
56.47	BFAP	Rectum
64.41	BFAP	Rectum
70.4	BFAP	Rectum
59.91	BFAP	Rectum
58.59	BFAP	Rectum
68.65	BFAP	Rectum
69.26	BFAP	Rectum
67.28	BFAP	Rectum
72.81	BFAP	Rectum
57.08	BFAP	Rectum
56.03	BFAP	Rectum
56.15	BFAP	Rectum
56.29	BFAP	Rectum
56.77	BFAP	Rectum
55.77	BFAP	Rectum
66.9	BFAP	Rectum
66.47	BFAP	Rectum
65.87	BFAP	Rectum
64.41	BFAP	Rectum
57.16	BFAP	Rectum
64.71	BFAP	Rectum
65.66	BFAP	Rectum
65.73	BFAP	Rectum
66.9	BFAP	Rectum
64.27	BFAP	Rectum
65.77	BFAP	Rectum
67.67	BFAP	Rectum
67.57	BFAP	Rectum
89.9	BFAP	Rectum
60.74	BFAP	Rectum
73.45	BFAP	Rectum
68.52	BFAP	Rectum
63.47	BFAP	Rectum
68.39	BFAP	Rectum
62.94	BFAP	Rectum
65.44	BFAP	Rectum
79.99	BFAP	Rectum
93.5	BFAP	Rectum
60.32	BFAP	Rectum
76.01	BFAP	Rectum
90.33	BFAP	Rectum
73.61	BFAP	Rectum
72.57	BFAP	Rectum
68.8	BFAP	Rectum
70.24	BFAP	Rectum
69.64	BFAP	Rectum
59.47	BFAP	Rectum
67.62	BFAP	Rectum
59.71	BFAP	Rectum
71.07	BFAP	Rectum
68.91	BFAP	Rectum
60.36	BFAP	Rectum
68.53	BFAP	Rectum
69.72	BFAP	Rectum
71.39	BFAP	Rectum
71.11	BFAP	Rectum
61.84	BFAP	Rectum
63.32	BFAP	Rectum
63.94	BFAP	Rectum
65.23	BFAP	Rectum
64.5	BFAP	Rectum
64.77	BFAP	Rectum
66.68	BFAP	Rectum
67.01	BFAP	Rectum
63.87	BFAP	Rectum
63.86	BFAP	Rectum
66.49	BFAP	Rectum
70.05	BFAP	Rectum
64.54	BFAP	Rectum
65.31	BFAP	Rectum
63.85	BFAP	Rectum
69.05	BFAP	Rectum
67.86	BFAP	Rectum
68.95	BFAP	Rectum
62.25	BFAP	Rectum
69.27	BFAP	Rectum
67.93	BFAP	Rectum
65.96	BFAP	Rectum
65.08	BFAP	Rectum
63.13	BFAP	Rectum
64.51	BFAP	Rectum
65.88	BFAP	Rectum
66	BFAP	Rectum
71.58	BFAP	Rectum
63.37	BFAP	Rectum
63.99	BFAP	Rectum
66.07	BFAP	Rectum
86.5	BFAP	Rectum
58.41	BFAP	Rectum
74.38	BFAP	Rectum
85.95	BFAP	Rectum
91.86	BFAP	Rectum
59.92	BFAP	Rectum
61.94	BFAP	Rectum
61.22	BFAP	Rectum
61.11	BFAP	Rectum
60.61	BFAP	Rectum
63.39	BFAP	Rectum
60.65	BFAP	Rectum
60.39	BFAP	Rectum
64.45	BFAP	Rectum
61.19	BFAP	Rectum
63.27	BFAP	Rectum
60.02	BFAP	Rectum
63.33	BFAP	Rectum
87.2	BFAP	Rectum
60.82	BFAP	Rectum
64.06	BFAP	Rectum
64.32	BFAP	Rectum
62.71	BFAP	Rectum
61.55	BFAP	Rectum
63.44	BFAP	Rectum
60.19	BFAP	Rectum
61.45	BFAP	Rectum
60.99	BFAP	Rectum
60.92	BFAP	Rectum
59.48	BFAP	Rectum
59.49	BFAP	Rectum
57.44	BFAP	Rectum
60.35	BFAP	Rectum
59.41	BFAP	Rectum
59.98	BFAP	Rectum
61.86	BFAP	Rectum
58.97	BFAP	Rectum
58.37	BFAP	Rectum
58.3	BFAP	Rectum
59.5	BFAP	Rectum
60.3	BFAP	Rectum
63.5	BFAP	Stomachs
57.53	BFAP	Stomachs
55.3	BFAP	Stomachs
59.58	BFAP	Stomachs
59.35	BFAP	Stomachs
57.4	BFAP	Stomachs
59.12	BFAP	Stomachs
64.82	BFAP	Stomachs
58.36	BFAP	Stomachs
60.8	BFAP	Stomachs
57.01	BFAP	Stomachs
59.21	BFAP	Stomachs
57.18	BFAP	Stomachs
53.1	BFAP	Stomachs
64.29	BFAP	Stomachs
63.27	BFAP	Stomachs
62.37	BFAP	Stomachs
58.57	BFAP	Stomachs
60.65	BFAP	Stomachs
64.24	BFAP	Stomachs
62.76	BFAP	Stomachs
59.41	BFAP	Stomachs
64.44	BFAP	Stomachs
53.81	BFAP	Stomachs
57.19	BFAP	Stomachs
58.45	BFAP	Stomachs
55.81	BFAP	Stomachs
59.34	BFAP	Stomachs
54.7	BFAP	Stomachs
58.78	BFAP	Stomachs
50.04	BFAP	Stomachs
56.77	BFAP	Stomachs
57.24	BFAP	Stomachs
56.89	BFAP	Stomachs
63.45	BFAP	Stomachs
55.96	BFAP	Stomachs
55.52	BFAP	Stomachs
53.7	BFAP	Stomachs
57.74	BFAP	Stomachs
54.99	BFAP	Stomachs
60.82	BFAP	Stomachs
57.56	BFAP	Stomachs
58.51	BFAP	Stomachs
59.05	BFAP	Stomachs
59	BFAP	Stomachs
62.14	BFAP	Stomachs
55.17	BFAP	Stomachs
57.11	BFAP	Stomachs
61.45	BFAP	Stomachs
58.27	BFAP	Stomachs
62.04	BFAP	Stomachs
46.76	BFAP	Stomachs
61.18	BFAP	Stomachs
59.27	BFAP	Stomachs
59.93	BFAP	Stomachs
63.59	BFAP	Stomachs
59.25	BFAP	Stomachs
56.16	BFAP	Stomachs
56.87	BFAP	Stomachs
56.4	BFAP	Stomachs
59.82	BFAP	Stomachs
65.25	BFAP	Stomachs
58	BFAP	Stomachs
57.69	BFAP	Stomachs
47.74	BFAP	Stomachs
60.46	BFAP	Stomachs
61.35	BFAP	Stomachs
48.41	BFAP	Stomachs
56.45	BFAP	Stomachs
61	BFAP	Stomachs
56.82	BFAP	Stomachs
57.74	BFAP	Stomachs
57.58	BFAP	Stomachs
61.63	BFAP	Stomachs
54.24	BFAP	Stomachs
60.75	BFAP	Stomachs
56.32	BFAP	Stomachs
54.8	BFAP	Stomachs
56.24	BFAP	Stomachs
53.52	BFAP	Stomachs
56.2	BFAP	Stomachs
53.88	BFAP	Stomachs
51.6	BFAP	Stomachs
60.3	BFAP	Stomachs
51.29	BFAP	Stomachs
58.19	BFAP	Stomachs
49.7	BFAP	Stomachs
52.67	BFAP	Stomachs
59.85	BFAP	Stomachs
59.16	BFAP	Stomachs
56.92	BFAP	Stomachs
58.61	BFAP	Stomachs
58.27	BFAP	Stomachs
54.11	BFAP	Stomachs
55.05	BFAP	Stomachs
57.78	BFAP	Stomachs
56.96	BFAP	Stomachs
56.57	BFAP	Stomachs
60.8	BFAP	Rectum
60.67	BFAP	Rectum
61.99	BFAP	Rectum
59.34	BFAP	Rectum
60.61	BFAP	Rectum
59.34	BFAP	Rectum
61.46	BFAP	Rectum
60.91	BFAP	Rectum
59.66	BFAP	Rectum
58.42	BFAP	Rectum
61.37	BFAP	Rectum
62.3	BFAP	Rectum
61.07	BFAP	Rectum
61.27	BFAP	Rectum
72.42	BFAP	Rectum
70.73	BFAP	Rectum
78.62	BFAP	Rectum
94.97	BFAP	Rectum
77.88	BFAP	Rectum
72.34	BFAP	Rectum
81.69	BFAP	Rectum
78.24	BFAP	Rectum
87.02	BFAP	Rectum
70.91	BFAP	Rectum
73.8	BFAP	Rectum
72.08	BFAP	Rectum
67.08	BFAP	Rectum
74.02	BFAP	Rectum
73.05	BFAP	Rectum
78.99	BFAP	Rectum
71.26	BFAP	Rectum
67.71	BFAP	Rectum
70.38	BFAP	Rectum
78.54	BFAP	Rectum
71.17	BFAP	Rectum
71.51	BFAP	Rectum
87.98	BFAP	Rectum
73.93	BFAP	Rectum
87.71	BFAP	Rectum
58.68	BFAP	Rectum
62.22	BFAP	Rectum
59.28	BFAP	Rectum
63.28	BFAP	Rectum
58.32	BFAP	Rectum
55.31	BFAP	Rectum
56.74	BFAP	Rectum
61.16	BFAP	Rectum
58.9	BFAP	Rectum
56	BFAP	Rectum
59.97	BFAP	Rectum
59.47	BFAP	Rectum
62.16	BFAP	Rectum
57.58	BFAP	Rectum
59.37	BFAP	Rectum
57.46	BFAP	Rectum
60.69	BFAP	Rectum
61.39	BFAP	Rectum
58.51	BFAP	Rectum
60.49	BFAP	Rectum
60.45	BFAP	Rectum
59.34	BFAP	Rectum
61.1	BFAP	Rectum
61.33	BFAP	Rectum
58.33	BFAP	Rectum
60.06	BFAP	Rectum
61.43	BFAP	Rectum
60.5	BFAP	Rectum
58.58	BFAP	Rectum
60.14	BFAP	Rectum
64.65	BFAP	Rectum
66.73	BFAP	Rectum
60.33	BFAP	Rectum
65.54	BFAP	Rectum
70.21	BFAP	Rectum
63.74	BFAP	Rectum
64.71	BFAP	Rectum
66.16	BFAP	Rectum
59.69	BFAP	Rectum
66.55	BFAP	Rectum
59.61	BFAP	Rectum
71.31	BFAP	Rectum
64.06	BFAP	Rectum
66.65	BFAP	Rectum
63.41	BFAP	Rectum
54.93	BFAP	Rectum
68.99	BFAP	Rectum
74.24	BFAP	Rectum
62.23	BFAP	Rectum
58.53	BFAP	Rectum
59.76	BFAP	Rectum
58.37	BFAP	Rectum
67.24	BFAP	Rectum
60.02	BFAP	Rectum
67.74	BFAP	Rectum
59.34	BFAP	Rectum
63.83	BFAP	Rectum
56.22	BFAP	Rectum
65.38	BFAP	Rectum
63.02	BFAP	Rectum
62.61	BFAP	Rectum
72.38	BFAP	Rectum
59.75	BFAP	Rectum
64.15	BFAP	Rectum
61.99	BFAP	Rectum
60.66	BFAP	Rectum
67.23	BFAP	Rectum
61.17	BFAP	Rectum
58.14	BFAP	Rectum
68.98	BFAP	Rectum
59.92	BFAP	Rectum
63.69	BFAP	Rectum
66.38	BFAP	Rectum
62.77	BFAP	Rectum
61.78	BFAP	Rectum
63.43	BFAP	Rectum
70.17	BFAP	Rectum
68.22	BFAP	Rectum
73.64	BFAP	Rectum
73.12	BFAP	Rectum
66.5	BFAP	Rectum
78.01	BFAP	Rectum
68.31	BFAP	Rectum
77	BFAP	Rectum
76.67	BFAP	Rectum
68.07	BFAP	Rectum
66.85	BFAP	Rectum
71.46	BFAP	Rectum
67.61	BFAP	Rectum
71.35	BFAP	Rectum
78.77	BFAP	Rectum
69.63	BFAP	Rectum
69.23	BFAP	Rectum
76.03	BFAP	Stomachs
76.37	BFAP	Stomachs
74.88	BFAP	Stomachs
76.05	BFAP	Stomachs
75.25	BFAP	Stomachs
74.55	BFAP	Stomachs
75.04	BFAP	Stomachs
79.83	BFAP	Stomachs
74.71	BFAP	Stomachs
72.15	BFAP	Stomachs
75.69	BFAP	Stomachs
73.18	BFAP	Stomachs
72.01	BFAP	Stomachs
75.98	BFAP	Stomachs
78.67	BFAP	Stomachs
73.91	BFAP	Stomachs
76.18	BFAP	Stomachs
62.4	BFAP	Stomachs
77.95	BFAP	Stomachs
78.66	BFAP	Stomachs
63.73	BFAP	Stomachs
74.95	BFAP	Stomachs
64.8	BFAP	Stomachs
67.07	BFAP	Stomachs
61.75	BFAP	Stomachs
62.36	BFAP	Stomachs
75.28	BFAP	Stomachs
62.19	BFAP	Stomachs
72.69	BFAP	Stomachs
77.56	BFAP	Stomachs
73.87	BFAP	Stomachs
72.77	BFAP	Intestines
74.89	BFAP	Intestines
84.09	BFAP	Intestines
87.39	BFAP	Intestines
79.45	BFAP	Intestines
67.84	BFAP	Intestines
73.35	BFAP	Intestines
68.74	BFAP	Intestines
70.71	BFAP	Intestines
61.48	BFAP	Intestines
65.8	BFAP	Intestines
75.07	BFAP	Intestines
69.5	BFAP	Intestines
77.79	BFAP	Intestines
64.1	BFAP	Intestines
68.03	BFAP	Intestines
63.65	BFAP	Intestines
75.83	BFAP	Intestines
58.11	BFAP	Intestines
75.06	BFAP	Intestines
68.69	BFAP	Intestines
72.84	BFAP	Intestines
75.98	BFAP	Intestines
58.47	BFAP	Intestines
60.72	BFAP	Intestines
72.17	BFAP	Intestines
78.09	BFAP	Intestines
63.18	BFAP	Intestines
76.46	BFAP	Intestines
69.97	BFAP	Intestines
73.81	BFAP	Intestines
88.33	BFAP	Intestines
96.85	BFAP	Intestines
79.57	BFAP	Intestines
78.37	BFAP	Intestines
75.17	BFAP	Intestines
80.43	BFAP	Intestines
63.8	BFAP	Intestines
68.34	BFAP	Intestines
67.52	BFAP	Intestines
75.98	BFAP	Intestines
97.55	BFAP	Intestines
84.42	BFAP	Intestines
85.38	BFAP	Intestines
68.59	BFAP	Intestines
94.03	BFAP	Intestines
65.91	BFAP	Intestines
62.99	BFAP	Intestines
65.85	BFAP	Intestines
56.71	BFAP	Intestines
90.07	BFAP	Intestines
69.2	BFAP	Intestines
95.88	BFAP	Intestines
89.23	BFAP	Intestines
80.01	BFAP	Stomachs
61.68	BFAP	Stomachs
77.76	BFAP	Stomachs
66.56	BFAP	Stomachs
73.21	BFAP	Stomachs
75.38	BFAP	Stomachs
61.59	BFAP	Stomachs
78.25	BFAP	Stomachs
64.95	BFAP	Stomachs
76.5	BFAP	Stomachs
75.59	BFAP	Stomachs
60.76	BFAP	Stomachs
75.71	BFAP	Stomachs
70.5	BFAP	Stomachs
60.07	BFAP	Stomachs
60	BFAP	Stomachs
73.74	BFAP	Stomachs
63.25	BFAP	Stomachs
67.35	BFAP	Stomachs
62.88	BFAP	Stomachs
76.26	BFAP	Stomachs
73.02	BFAP	Stomachs
74.14	BFAP	Stomachs
64.85	BFAP	Stomachs
61.29	BFAP	Stomachs
60.21	BFAP	Stomachs
62.48	BFAP	Stomachs
62.04	BFAP	Stomachs
77.35	BFAP	Stomachs
75.87	BFAP	Stomachs
81.6	BFAP	Intestines
82.59	BFAP	Intestines
80.57	BFAP	Intestines
73.79	BFAP	Intestines
67.76	BFAP	Intestines
71.94	BFAP	Intestines
71.33	BFAP	Intestines
76.1	BFAP	Intestines
78.9	BFAP	Intestines
63.58	BFAP	Intestines
73.65	BFAP	Intestines
66.65	BFAP	Intestines
67.85	BFAP	Intestines
66.9	BFAP	Intestines
69.09	BFAP	Intestines
70.11	BFAP	Intestines
72.8	BFAP	Intestines
57.23	BFAP	Intestines
76.83	BFAP	Intestines
68.85	BFAP	Intestines
74.35	BFAP	Intestines
73.78	BFAP	Intestines
64.42	BFAP	Intestines
63.98	BFAP	Intestines
61.76	BFAP	Intestines
61.62	BFAP	Intestines
59.85	BFAP	Intestines
64.4	BFAP	Intestines
73.47	BFAP	Intestines
73.9	BFAP	Intestines
68.69	BFAP	Intestines
64.52	BFAP	Stomachs
62.66	BFAP	Stomachs
79.18	BFAP	Stomachs
60.2	BFAP	Stomachs
74.33	BFAP	Stomachs
76.3	BFAP	Stomachs
78.08	BFAP	Stomachs
69.26	BFAP	Stomachs
73.36	BFAP	Stomachs
72.9	BFAP	Stomachs
72.67	BFAP	Stomachs
74.2	BFAP	Stomachs
75.35	BFAP	Stomachs
71.54	BFAP	Stomachs
65.67	BFAP	Stomachs
83.61	BFAP	Stomachs
77.21	BFAP	Stomachs
72.86	BFAP	Stomachs
72.41	BFAP	Stomachs
76.76	BFAP	Stomachs
70.63	BFAP	Stomachs
60.51	BFAP	Stomachs
59.7	BFAP	Stomachs
61.87	BFAP	Stomachs
69.84	BFAP	Stomachs
60.48	BFAP	Stomachs
74.08	BFAP	Stomachs
70.69	BFAP	Stomachs
80.05	BFAP	Stomachs
72.06	BFAP	Stomachs
78.85	BFAP	Stomachs
77.33	BFAP	Stomachs
79.3	BFAP	Stomachs
79.63	BFAP	Stomachs
75.56	BFAP	Stomachs
86.13	BFAP	Stomachs
78.64	BFAP	Stomachs
79.89	BFAP	Stomachs
73.69	BFAP	Stomachs
90.08	BFAP	Stomachs
73.84	BFAP	Stomachs
72.39	BFAP	Stomachs
70.81	BFAP	Stomachs
81.36	BFAP	Stomachs
71.6	BFAP	Stomachs
81.33	BFAP	Stomachs
79.88	BFAP	Stomachs
86.92	BFAP	Stomachs
78.88	BFAP	Stomachs
75.98	BFAP	Rectum
73.73	BFAP	Rectum
70.9	BFAP	Rectum
69.18	BFAP	Rectum
72.43	BFAP	Rectum
73.63	BFAP	Rectum
73.66	BFAP	Rectum
70.89	BFAP	Rectum
68.38	BFAP	Rectum
71.9	BFAP	Rectum
70.06	BFAP	Rectum
71.55	BFAP	Rectum
75.65	BFAP	Rectum
71.44	BFAP	Rectum
70.54	BFAP	Rectum
69.31	BFAP	Rectum
63.99	BFAP	Rectum
76.01	BFAP	Rectum
76.2	BFAP	Rectum
66.75	BFAP	Rectum
72.43	BFAP	Rectum
73.3	BFAP	Rectum
65.7	BFAP	Rectum
75.9	BFAP	Rectum
79.17	BFAP	Rectum
71.27	BFAP	Rectum
73.54	BFAP	Rectum
58.78	BFAP	Rectum
66.57	BFAP	Rectum
71.29	BFAP	Rectum
71.79	BFAP	Rectum
59.64	BFAP	Rectum
72.35	BFAP	Rectum
65.8	BFAP	All
62	BFAP	All
62.56	BFAP	All
63.45	BFAP	All
60.87	BFAP	All
62.56	BFAP	All
63.95	BFAP	All
59.71	BFAP	All
63.14	BFAP	All
61.64	BFAP	All
62.58	BFAP	All
60.25	BFAP	All
57.96	BFAP	All
61.13	BFAP	All
60.82	BFAP	All
65.15	BFAP	All
61.29	BFAP	All
61.87	BFAP	All
63.65	BFAP	All
60.51	BFAP	All
60.53	BFAP	All
63.09	BFAP	All
65.34	BFAP	All
61.05	BFAP	All
63.33	BFAP	All
65.45	BFAP	All
66.72	BFAP	All
66.03	BFAP	All
60.35	BFAP	All
60.77	BFAP	All
64.8	BFAP	All
60.02	BFAP	All
66.73	BFAP	All
60.75	BFAP	All
61.59	BFAP	All
62.77	BFAP	All
62.19	BFAP	All
59.56	BFAP	All
62.03	BFAP	All
59.07	BFAP	All
61.97	BFAP	All
60.99	BFAP	All
63.32	BFAP	All
64.99	BFAP	All
63.77	BFAP	All
65.83	BFAP	All
64.08	BFAP	All
61.74	BFAP	All
62.7	BFAP	All
60.72	BFAP	All
63.63	BFAP	All
60.28	BFAP	All
60.81	BFAP	All
60.54	BFAP	All
64.66	BFAP	All
60.96	BFAP	All
59.14	BFAP	All
60.53	BFAP	All
65.74	BFAP	All
60.4	BFAP	All
61.82	BFAP	All
59.13	BFAP	All
59.24	BFAP	All
59.95	BFAP	All
64.43	BFAP	All
63.49	BFAP	All
62.74	BFAP	All
65.11	BFAP	All
60.81	BFAP	All
65.08	BFAP	All
61.14	BFAP	All
67.73	BFAP	All
62.59	BFAP	All
63.86	BFAP	All
63.41	BFAP	All
59.14	BFAP	All
59.2	BFAP	All
60.04	BFAP	All
58.84	BFAP	All
61.22	BFAP	All
61.51	BFAP	All
62.04	BFAP	All
61.94	BFAP	All
60.24	BFAP	All
60.98	BFAP	All
59.08	BFAP	All
59.92	BFAP	All
60.23	BFAP	All
61.12	BFAP	All
60.86	BFAP	All
60.44	BFAP	All
59.98	BFAP	All
68.24	BFAP	All
57.98	BFAP	All
60.63	BFAP	All
60.59	BFAP	All
59.57	BFAP	All
59.21	BFAP	All
58.97	BFAP	All
60.33	BFAP	All
77.69	BFAP	All
79.65	BFAP	All
83.13	BFAP	All
74.59	BFAP	All
72.6	BFAP	All
61.5	BFAP	All
63	BFAP	All
66.23	BFAP	All
63.29	BFAP	All
56.47	BFAP	All
64.41	BFAP	All
70.4	BFAP	All
59.91	BFAP	All
58.59	BFAP	All
68.65	BFAP	All
69.26	BFAP	All
67.28	BFAP	All
72.81	BFAP	All
57.08	BFAP	All
56.03	BFAP	All
56.15	BFAP	All
56.29	BFAP	All
56.77	BFAP	All
55.77	BFAP	All
66.9	BFAP	All
66.47	BFAP	All
65.87	BFAP	All
64.41	BFAP	All
57.16	BFAP	All
64.71	BFAP	All
65.66	BFAP	All
65.73	BFAP	All
66.9	BFAP	All
64.27	BFAP	All
65.77	BFAP	All
67.67	BFAP	All
67.57	BFAP	All
89.9	BFAP	All
60.74	BFAP	All
73.45	BFAP	All
68.52	BFAP	All
63.47	BFAP	All
68.39	BFAP	All
62.94	BFAP	All
65.44	BFAP	All
79.99	BFAP	All
93.5	BFAP	All
60.32	BFAP	All
76.01	BFAP	All
90.33	BFAP	All
73.61	BFAP	All
72.57	BFAP	All
68.8	BFAP	All
70.24	BFAP	All
69.64	BFAP	All
59.47	BFAP	All
67.62	BFAP	All
59.71	BFAP	All
71.07	BFAP	All
68.91	BFAP	All
60.36	BFAP	All
68.53	BFAP	All
69.72	BFAP	All
71.39	BFAP	All
71.11	BFAP	All
61.84	BFAP	All
63.32	BFAP	All
63.94	BFAP	All
65.23	BFAP	All
64.5	BFAP	All
64.77	BFAP	All
66.68	BFAP	All
67.01	BFAP	All
63.87	BFAP	All
63.86	BFAP	All
66.49	BFAP	All
70.05	BFAP	All
64.54	BFAP	All
65.31	BFAP	All
63.85	BFAP	All
69.05	BFAP	All
67.86	BFAP	All
68.95	BFAP	All
62.25	BFAP	All
69.27	BFAP	All
67.93	BFAP	All
65.96	BFAP	All
65.08	BFAP	All
63.13	BFAP	All
64.51	BFAP	All
65.88	BFAP	All
66	BFAP	All
71.58	BFAP	All
63.37	BFAP	All
63.99	BFAP	All
66.07	BFAP	All
86.5	BFAP	All
58.41	BFAP	All
74.38	BFAP	All
85.95	BFAP	All
91.86	BFAP	All
59.92	BFAP	All
61.94	BFAP	All
61.22	BFAP	All
61.11	BFAP	All
60.61	BFAP	All
63.39	BFAP	All
60.65	BFAP	All
60.39	BFAP	All
64.45	BFAP	All
61.19	BFAP	All
63.27	BFAP	All
60.02	BFAP	All
63.33	BFAP	All
87.2	BFAP	All
60.82	BFAP	All
64.06	BFAP	All
64.32	BFAP	All
62.71	BFAP	All
61.55	BFAP	All
63.44	BFAP	All
60.19	BFAP	All
61.45	BFAP	All
60.99	BFAP	All
60.92	BFAP	All
59.48	BFAP	All
59.49	BFAP	All
57.44	BFAP	All
60.35	BFAP	All
59.41	BFAP	All
59.98	BFAP	All
61.86	BFAP	All
58.97	BFAP	All
58.37	BFAP	All
58.3	BFAP	All
59.5	BFAP	All
60.3	BFAP	All
63.5	BFAP	All
57.53	BFAP	All
55.3	BFAP	All
59.58	BFAP	All
59.35	BFAP	All
57.4	BFAP	All
59.12	BFAP	All
64.82	BFAP	All
58.36	BFAP	All
60.8	BFAP	All
57.01	BFAP	All
59.21	BFAP	All
57.18	BFAP	All
53.1	BFAP	All
64.29	BFAP	All
63.27	BFAP	All
62.37	BFAP	All
58.57	BFAP	All
60.65	BFAP	All
64.24	BFAP	All
62.76	BFAP	All
59.41	BFAP	All
64.44	BFAP	All
53.81	BFAP	All
57.19	BFAP	All
58.45	BFAP	All
55.81	BFAP	All
59.34	BFAP	All
54.7	BFAP	All
58.78	BFAP	All
50.04	BFAP	All
56.77	BFAP	All
57.24	BFAP	All
56.89	BFAP	All
63.45	BFAP	All
55.96	BFAP	All
55.52	BFAP	All
53.7	BFAP	All
57.74	BFAP	All
54.99	BFAP	All
60.82	BFAP	All
57.56	BFAP	All
58.51	BFAP	All
59.05	BFAP	All
59	BFAP	All
62.14	BFAP	All
55.17	BFAP	All
57.11	BFAP	All
61.45	BFAP	All
58.27	BFAP	All
62.04	BFAP	All
46.76	BFAP	All
61.18	BFAP	All
59.27	BFAP	All
59.93	BFAP	All
63.59	BFAP	All
59.25	BFAP	All
56.16	BFAP	All
56.87	BFAP	All
56.4	BFAP	All
59.82	BFAP	All
65.25	BFAP	All
58	BFAP	All
57.69	BFAP	All
47.74	BFAP	All
60.46	BFAP	All
61.35	BFAP	All
48.41	BFAP	All
56.45	BFAP	All
61	BFAP	All
56.82	BFAP	All
57.74	BFAP	All
57.58	BFAP	All
61.63	BFAP	All
54.24	BFAP	All
60.75	BFAP	All
56.32	BFAP	All
54.8	BFAP	All
56.24	BFAP	All
53.52	BFAP	All
56.2	BFAP	All
53.88	BFAP	All
51.6	BFAP	All
60.3	BFAP	All
51.29	BFAP	All
58.19	BFAP	All
49.7	BFAP	All
52.67	BFAP	All
59.85	BFAP	All
59.16	BFAP	All
56.92	BFAP	All
58.61	BFAP	All
58.27	BFAP	All
54.11	BFAP	All
55.05	BFAP	All
57.78	BFAP	All
56.96	BFAP	All
56.57	BFAP	All
60.8	BFAP	All
60.67	BFAP	All
61.99	BFAP	All
59.34	BFAP	All
60.61	BFAP	All
59.34	BFAP	All
61.46	BFAP	All
60.91	BFAP	All
59.66	BFAP	All
58.42	BFAP	All
61.37	BFAP	All
62.3	BFAP	All
61.07	BFAP	All
61.27	BFAP	All
72.42	BFAP	All
70.73	BFAP	All
78.62	BFAP	All
94.97	BFAP	All
77.88	BFAP	All
72.34	BFAP	All
81.69	BFAP	All
78.24	BFAP	All
87.02	BFAP	All
70.91	BFAP	All
73.8	BFAP	All
72.08	BFAP	All
67.08	BFAP	All
74.02	BFAP	All
73.05	BFAP	All
78.99	BFAP	All
71.26	BFAP	All
67.71	BFAP	All
70.38	BFAP	All
78.54	BFAP	All
71.17	BFAP	All
71.51	BFAP	All
87.98	BFAP	All
73.93	BFAP	All
87.71	BFAP	All
58.68	BFAP	All
62.22	BFAP	All
59.28	BFAP	All
63.28	BFAP	All
58.32	BFAP	All
55.31	BFAP	All
56.74	BFAP	All
61.16	BFAP	All
58.9	BFAP	All
56	BFAP	All
59.97	BFAP	All
59.47	BFAP	All
62.16	BFAP	All
57.58	BFAP	All
59.37	BFAP	All
57.46	BFAP	All
60.69	BFAP	All
61.39	BFAP	All
58.51	BFAP	All
60.49	BFAP	All
60.45	BFAP	All
59.34	BFAP	All
61.1	BFAP	All
61.33	BFAP	All
58.33	BFAP	All
60.06	BFAP	All
61.43	BFAP	All
60.5	BFAP	All
58.58	BFAP	All
60.14	BFAP	All
64.65	BFAP	All
66.73	BFAP	All
60.33	BFAP	All
65.54	BFAP	All
70.21	BFAP	All
63.74	BFAP	All
64.71	BFAP	All
66.16	BFAP	All
59.69	BFAP	All
66.55	BFAP	All
59.61	BFAP	All
71.31	BFAP	All
64.06	BFAP	All
66.65	BFAP	All
63.41	BFAP	All
54.93	BFAP	All
68.99	BFAP	All
74.24	BFAP	All
62.23	BFAP	All
58.53	BFAP	All
