mapping_rate	data	section
82.16	buffalo	All
81.71	buffalo	All
81.85	buffalo	All
84.91	buffalo	All
84.56	buffalo	All
83.01	buffalo	All
89.35	buffalo	All
84.61	buffalo	All
82.25	buffalo	All
81.47	buffalo	All
84.59	buffalo	All
82.18	buffalo	All
85.07	buffalo	All
79.68	buffalo	All
87.11	buffalo	All
80.08	buffalo	All
85.56	buffalo	All
80.46	buffalo	All
79.96	buffalo	All
81.1	buffalo	All
90.35	buffalo	All
84.34	buffalo	All
79.99	buffalo	All
80.3	buffalo	All
82.47	buffalo	All
76.9	buffalo	All
80.18	buffalo	All
89.77	buffalo	All
89.4	buffalo	All
79.98	buffalo	All
79.26	buffalo	All
90.04	buffalo	All
81.76	buffalo	All
88.66	buffalo	All
82.15	buffalo	All
82.4	buffalo	All
81.04	buffalo	All
80.41	buffalo	All
81.74	buffalo	All
80.57	buffalo	All
86.03	buffalo	All
82.96	buffalo	All
83.63	buffalo	All
85.43	buffalo	All
81.63	buffalo	All
81.19	buffalo	All
81.55	buffalo	All
86.12	buffalo	All
82.2	buffalo	All
84.3	buffalo	All
82.23	buffalo	All
81.37	buffalo	All
81.44	buffalo	All
78.48	buffalo	All
86.12	buffalo	All
79.68	buffalo	All
81.63	buffalo	All
84.59	buffalo	All
81.46	buffalo	All
80.75	buffalo	All
80.08	buffalo	All
86.83	buffalo	All
80.54	buffalo	All
84.61	buffalo	All
78.98	buffalo	All
80.11	buffalo	All
86.74	buffalo	All
82.35	buffalo	All
87	buffalo	All
80.48	buffalo	All
79.56	buffalo	All
79.59	buffalo	All
84.97	buffalo	All
86.85	buffalo	All
80	buffalo	All
75.19	buffalo	All
89	buffalo	All
86.93	buffalo	All
89.66	buffalo	All
83.66	buffalo	All
96.19	buffalo	All
94.91	buffalo	All
91.97	buffalo	All
91.95	buffalo	All
90.62	buffalo	All
91.59	buffalo	All
92.73	buffalo	All
88	buffalo	All
86.1	buffalo	All
85.44	buffalo	All
80.97	buffalo	All
93.34	buffalo	All
88.65	buffalo	All
93.07	buffalo	All
85.96	buffalo	All
85.67	buffalo	All
89.23	buffalo	All
88.09	buffalo	All
85.79	buffalo	All
91.36	buffalo	All
88.28	buffalo	All
86.53	buffalo	All
90.29	buffalo	All
84.76	buffalo	All
84.97	buffalo	All
91.58	buffalo	All
86.56	buffalo	All
90.59	buffalo	All
88.82	buffalo	All
86.98	buffalo	All
92.35	buffalo	All
91.31	buffalo	All
87.39	buffalo	All
90.39	buffalo	All
89.69	buffalo	All
86.18	buffalo	All
90.21	buffalo	All
88.94	buffalo	All
90.13	buffalo	All
87.22	buffalo	All
88.52	buffalo	All
90.83	buffalo	All
88.87	buffalo	All
90.85	buffalo	All
86.52	buffalo	All
84.64	buffalo	All
86.5	buffalo	All
90	buffalo	All
94.67	buffalo	All
90.75	buffalo	All
83.54	buffalo	All
85.59	buffalo	All
88.83	buffalo	All
86.33	buffalo	All
82.34	buffalo	All
82.56	buffalo	All
84.53	buffalo	All
84.45	buffalo	All
86.48	buffalo	All
81.26	buffalo	All
92.95	buffalo	All
94.72	buffalo	All
86.56	buffalo	All
84.9	buffalo	All
86.14	buffalo	All
79.15	buffalo	All
84.36	buffalo	All
80.97	buffalo	All
84.55	buffalo	All
87.15	buffalo	All
86.06	buffalo	All
92.53	buffalo	All
82.29	buffalo	All
81.51	buffalo	All
87.46	buffalo	All
86.26	buffalo	All
87.68	buffalo	All
82.34	buffalo	All
95.04	buffalo	All
84.53	buffalo	All
78.64	buffalo	All
82.47	buffalo	All
85.56	buffalo	All
83.2	buffalo	All
86.53	buffalo	All
81.77	buffalo	All
82.63	buffalo	All
79.77	buffalo	All
80.59	buffalo	All
81.6	buffalo	All
84.72	buffalo	All
84.06	buffalo	All
81.34	buffalo	All
82.67	buffalo	All
78.06	buffalo	All
82.55	buffalo	All
84.61	buffalo	All
83.95	buffalo	All
78.27	buffalo	All
76.41	buffalo	All
80.25	buffalo	All
82.42	buffalo	All
76.66	buffalo	All
83.28	buffalo	All
79.36	buffalo	All
82.24	buffalo	All
86.66	buffalo	All
81.42	buffalo	All
82.07	buffalo	All
83.58	buffalo	All
88.77	buffalo	All
85.69	buffalo	All
80.16	buffalo	All
81.26	buffalo	All
84.33	buffalo	All
82.6	buffalo	All
82.88	buffalo	All
82.5	buffalo	All
83.94	buffalo	All
83.06	buffalo	All
87.46	buffalo	All
86.49	buffalo	All
83.73	buffalo	All
73.42	buffalo	All
84.89	buffalo	All
83.74	buffalo	All
85.33	buffalo	All
80.75	buffalo	All
83.07	buffalo	All
84	buffalo	All
85.47	buffalo	All
84.53	buffalo	All
82.89	buffalo	All
82.33	buffalo	All
81.72	buffalo	All
82.8	buffalo	All
82.95	buffalo	All
77.41	buffalo	All
84.59	buffalo	All
86.29	buffalo	All
84.64	buffalo	All
83.5	buffalo	All
87.47	buffalo	All
84	buffalo	All
81.85	buffalo	All
86.27	buffalo	All
81.17	buffalo	All
89	buffalo	All
88.02	buffalo	All
85.96	buffalo	All
84.65	buffalo	All
87.22	buffalo	All
84.98	buffalo	All
86.66	buffalo	All
87.46	buffalo	All
81.99	buffalo	All
82.52	buffalo	All
89.63	buffalo	All
83.91	buffalo	All
83.08	buffalo	All
78.82	buffalo	All
84.85	buffalo	All
83.53	buffalo	All
82.62	buffalo	All
82.95	buffalo	All
88.68	buffalo	All
85.79	buffalo	All
85.45	buffalo	All
85.36	buffalo	All
83.17	buffalo	All
82.4	buffalo	All
81.68	buffalo	All
82.44	buffalo	All
83.62	buffalo	All
82.43	buffalo	All
84.14	buffalo	All
79.14	buffalo	All
81.72	buffalo	All
86.4	buffalo	All
78.15	buffalo	All
83.94	buffalo	All
81.17	buffalo	All
79.32	buffalo	All
80.11	buffalo	All
89.7	buffalo	All
84.58	buffalo	All
79.1	buffalo	All
79.85	buffalo	All
83.91	buffalo	All
83.23	buffalo	All
83.73	buffalo	All
83.05	buffalo	All
84.18	buffalo	All
79.89	buffalo	All
86	buffalo	All
80.93	buffalo	All
86.73	buffalo	All
80.62	buffalo	All
78.65	buffalo	All
82.49	buffalo	All
85.14	buffalo	All
83.27	buffalo	All
78.65	buffalo	All
79.43	buffalo	All
79.09	buffalo	All
81.34	buffalo	All
80.59	buffalo	All
81.55	buffalo	All
78.95	buffalo	All
86.58	buffalo	All
86.99	buffalo	All
89.1	buffalo	All
83.06	buffalo	All
82.05	buffalo	All
82.84	buffalo	All
87.28	buffalo	All
82.8	buffalo	All
82.52	buffalo	All
77.85	buffalo	All
79.3	buffalo	All
82.17	buffalo	All
83.6	buffalo	All
87.25	buffalo	All
80.64	buffalo	All
77.61	buffalo	All
85.53	buffalo	All
82.72	buffalo	All
81.2	buffalo	All
79.49	buffalo	All
81.49	buffalo	All
81.28	buffalo	All
82.98	buffalo	All
78.62	buffalo	All
81.62	buffalo	All
83.04	buffalo	All
80.76	buffalo	All
78.09	buffalo	All
81.11	buffalo	All
84.09	buffalo	All
80.59	buffalo	All
82.15	buffalo	All
85.55	buffalo	All
76.09	buffalo	All
80.28	buffalo	All
84.72	buffalo	All
87.37	buffalo	All
87.08	buffalo	All
80.3	buffalo	All
83.47	buffalo	All
80.62	buffalo	All
86.38	buffalo	All
87.34	buffalo	All
82.56	buffalo	All
84.81	buffalo	All
90.24	buffalo	All
85.84	buffalo	All
82.47	buffalo	All
84.05	buffalo	All
89.14	buffalo	All
86.49	buffalo	All
92.48	buffalo	All
84.94	buffalo	All
87.47	buffalo	All
90.03	buffalo	All
93	buffalo	All
77.36	buffalo	All
87.79	buffalo	All
91.89	buffalo	All
79.91	buffalo	All
86.32	buffalo	All
89.25	buffalo	All
90.26	buffalo	All
88.84	buffalo	All
75.37	buffalo	All
80.43	buffalo	All
89.4	buffalo	All
91.43	buffalo	All
90.84	buffalo	All
83.41	buffalo	All
91.61	buffalo	All
94.13	buffalo	All
76.41	buffalo	All
98.4	buffalo	All
84.32	buffalo	All
92.05	buffalo	All
89.18	buffalo	All
79.45	buffalo	All
93.41	buffalo	All
86.37	buffalo	All
91.01	buffalo	All
85.84	buffalo	All
86.21	buffalo	All
78.01	buffalo	All
92.42	buffalo	All
90.95	buffalo	All
70.35	buffalo	All
84.76	buffalo	All
85.98	buffalo	All
90.49	buffalo	All
84.6	buffalo	All
83.79	buffalo	All
91.48	buffalo	All
87.6	buffalo	All
90.46	buffalo	All
93.92	buffalo	All
90.36	buffalo	All
92.88	buffalo	All
89.19	buffalo	All
99.52	buffalo	All
89.17	buffalo	All
89.97	buffalo	All
89.77	buffalo	All
88.44	buffalo	All
82.16	buffalo	All
85.19	buffalo	All
91.32	buffalo	All
80.64	buffalo	All
83.68	buffalo	All
77.67	buffalo	All
81.78	buffalo	All
88.35	buffalo	All
81.23	buffalo	All
75.58	buffalo	All
77.9	buffalo	All
73.98	buffalo	All
87.02	buffalo	All
88.69	buffalo	All
81.18	buffalo	All
79.54	buffalo	All
79.48	buffalo	All
85.33	buffalo	All
87.66	buffalo	All
78.36	buffalo	All
90.59	buffalo	All
83.28	buffalo	All
85.5	buffalo	All
85.49	buffalo	All
93.03	buffalo	All
90.41	buffalo	All
72.74	buffalo	All
94.13	buffalo	All
85.53	buffalo	All
77.37	buffalo	All
85.06	buffalo	All
79.86	buffalo	All
87.09	buffalo	All
90.32	buffalo	All
83.73	buffalo	All
82.2	buffalo	All
82.47	buffalo	All
87.32	buffalo	All
89.44	buffalo	All
80.69	buffalo	All
81.65	buffalo	All
91.29	buffalo	All
87.21	buffalo	All
88.85	buffalo	All
83.23	buffalo	All
77.98	buffalo	All
91.27	buffalo	All
72.09	buffalo	All
83.81	buffalo	All
85.14	buffalo	All
92.07	buffalo	All
92.16	buffalo	All
91.14	buffalo	All
79.04	buffalo	All
79.96	buffalo	All
84.8	buffalo	All
89.65	buffalo	All
90.49	buffalo	All
83.37	buffalo	All
77.06	buffalo	All
81.27	buffalo	All
92.26	buffalo	All
80.29	buffalo	All
88.78	buffalo	All
85.96	buffalo	All
83.57	buffalo	All
85.93	buffalo	All
83.06	buffalo	All
81.88	buffalo	All
88.06	buffalo	All
87.4	buffalo	All
83.31	buffalo	All
90.02	buffalo	All
84.13	buffalo	All
82.47	buffalo	All
80.97	buffalo	All
86.02	buffalo	All
87.26	buffalo	All
88.34	buffalo	All
90.51	buffalo	All
87.49	buffalo	All
93.22	buffalo	All
92.01	buffalo	All
87.5	buffalo	All
90.58	buffalo	All
90.76	buffalo	All
92.08	buffalo	All
91.27	buffalo	All
90.38	buffalo	All
83.03	buffalo	All
86.45	buffalo	All
87.19	buffalo	All
87.2	buffalo	All
89.27	buffalo	All
91.2	buffalo	All
90.89	buffalo	All
88.94	buffalo	All
91.5	buffalo	All
94.21	buffalo	All
94.33	buffalo	All
91.89	buffalo	All
79.9	buffalo	All
95.96	buffalo	All
98.78	buffalo	All
88.65	buffalo	All
94.66	buffalo	All
98.08	buffalo	All
96.57	buffalo	All
96.33	buffalo	All
87.49	buffalo	All
89.93	buffalo	All
89.57	buffalo	All
94.06	buffalo	All
92.74	buffalo	All
84	buffalo	All
85.63	buffalo	All
81.09	buffalo	All
94.68	buffalo	All
85.91	buffalo	All
89.55	buffalo	All
92.37	buffalo	All
91.92	buffalo	All
89.83	buffalo	All
88.38	buffalo	All
91.98	buffalo	All
88.2	buffalo	All
89.48	buffalo	All
86.53	buffalo	All
88.79	buffalo	All
84.95	buffalo	All
88.34	buffalo	All
88.03	buffalo	All
92.16	buffalo	All
89.32	buffalo	All
92.29	buffalo	All
89.76	buffalo	All
86.46	buffalo	All
93.01	buffalo	All
87.38	buffalo	All
94.11	buffalo	All
88.57	buffalo	All
90.51	buffalo	All
95.8	buffalo	All
90.12	buffalo	All
86.33	buffalo	All
90.96	buffalo	All
88.4	buffalo	All
82.18	buffalo	All
84.33	buffalo	All
90.48	buffalo	All
89.1	buffalo	All
91.59	buffalo	All
85.53	buffalo	All
84.32	buffalo	All
89.22	buffalo	All
87.6	buffalo	All
89.06	buffalo	All
89.95	buffalo	All
88.06	buffalo	All
92.22	buffalo	All
90.89	buffalo	All
88.39	buffalo	All
87.99	buffalo	All
90.35	buffalo	All
88.07	buffalo	All
85.86	buffalo	All
90.05	buffalo	All
90.89	buffalo	All
87.03	buffalo	All
87.84	buffalo	All
91.13	buffalo	All
86.87	buffalo	All
88.97	buffalo	All
87.46	buffalo	All
90	buffalo	All
85.93	buffalo	All
93.12	buffalo	All
87.24	buffalo	All
89.68	buffalo	All
92.2	buffalo	All
87.22	buffalo	All
87.08	buffalo	All
91.65	buffalo	All
92.96	buffalo	All
88.76	buffalo	All
87.71	buffalo	All
87.99	buffalo	All
92.43	buffalo	All
85.58	buffalo	All
88.47	buffalo	All
89.8	buffalo	All
91.58	buffalo	All
89.96	buffalo	All
76.85	buffalo	All
78.28	buffalo	All
69.73	buffalo	All
83.41	buffalo	All
81.83	buffalo	All
87.21	buffalo	All
91.27	buffalo	All
90.79	buffalo	All
71.26	buffalo	All
90.9	buffalo	All
74.83	buffalo	All
75.44	buffalo	All
92.52	buffalo	All
87.97	buffalo	All
80.39	buffalo	All
75.43	buffalo	All
88.9	buffalo	All
73.21	buffalo	All
86.06	buffalo	All
84.51	buffalo	All
72.74	buffalo	All
90.54	buffalo	All
90.39	buffalo	All
90.18	buffalo	All
64.54	buffalo	All
78.74	buffalo	All
76.96	buffalo	All
74.14	buffalo	All
73.25	buffalo	All
68.4	buffalo	All
74.98	buffalo	All
72.13	buffalo	All
64.16	buffalo	All
82.17	buffalo	All
82.86	buffalo	All
69.56	buffalo	All
82.37	buffalo	All
79.85	buffalo	All
72.55	buffalo	All
75.58	buffalo	All
66.09	buffalo	All
69.13	buffalo	All
83.17	buffalo	All
82.98	buffalo	All
59.39	buffalo	All
71.01	buffalo	All
74.95	buffalo	All
67.93	buffalo	All
63.47	buffalo	All
69.72	buffalo	All
86.34	buffalo	All
73.06	buffalo	All
76.2	buffalo	All
70.53	buffalo	All
69.24	buffalo	All
76.75	buffalo	All
81.6	buffalo	All
83.99	buffalo	All
81.03	buffalo	All
74.09	buffalo	All
79.45	buffalo	All
68.89	buffalo	All
71.86	buffalo	All
77.33	buffalo	All
72.79	buffalo	All
78.17	buffalo	All
59.13	buffalo	All
74.8	buffalo	All
71.9	buffalo	All
75.87	buffalo	All
71.8	buffalo	All
69.78	buffalo	All
70.23	buffalo	All
71.4	buffalo	All
68.36	buffalo	All
69.94	buffalo	All
72.01	buffalo	All
68.14	buffalo	All
75.58	buffalo	All
71.38	buffalo	All
67.9	buffalo	All
70.38	buffalo	All
65.99	buffalo	All
69.57	buffalo	All
69.67	buffalo	All
64.44	buffalo	All
76.54	buffalo	All
65.59	buffalo	All
73.48	buffalo	All
62.67	buffalo	All
66.95	buffalo	All
72.76	buffalo	All
71.29	buffalo	All
73.27	buffalo	All
70.59	buffalo	All
